agent_id,step,metric,value
1,0,emotion,0.11386750421668032
1,1,emotion,0.12738762737228743
1,2,emotion,0.13577435895215265
1,3,emotion,0.11481698935265201
1,4,emotion,0.12153970834120399
1,5,emotion,0.14325682709798607
1,6,emotion,0.13873104628814384
1,7,emotion,0.1423153515978498
1,8,emotion,0.1411653175812673
1,0,stress,0.5653984843750877
1,1,stress,0.5274385646095472
1,2,stress,0.5249734289391698
1,3,stress,0.5156064438770692
1,4,stress,0.4931089065064384
1,5,stress,0.47651605757089116
1,6,stress,0.4460120214838352
1,7,stress,0.4288976888434693
1,8,stress,0.4036177761675835
1,0,econ_security,0.5356508693267231
1,1,econ_security,0.5411012322968297
1,2,econ_security,0.5670491175918043
1,3,econ_security,0.591147079659388
1,4,econ_security,0.6054053692388899
1,5,econ_security,0.6215381615103794
1,6,econ_security,0.6343114821516612
1,7,econ_security,0.6407197678276189
1,8,econ_security,0.6437261772418684
1,0,city_identity,0.4804680569625634
1,1,city_identity,0.4727268711330144
1,2,city_identity,0.4689760514252976
1,3,city_identity,0.47361839990033383
1,4,city_identity,0.46794440167551826
1,5,city_identity,0.47176741133281763
1,6,city_identity,0.46967580482000487
1,7,city_identity,0.4667151742430042
1,8,city_identity,0.472726998695863
1,0,policy_sensitivity,0.4654109788557795
1,1,policy_sensitivity,0.4698503462960217
1,2,policy_sensitivity,0.4802848138163786
1,3,policy_sensitivity,0.4850718330959465
1,4,policy_sensitivity,0.4921428121261743
1,5,policy_sensitivity,0.49525179013700943
1,6,policy_sensitivity,0.5070401527318574
1,7,policy_sensitivity,0.501458378369232
1,8,policy_sensitivity,0.5013314010694434
1,0,platform_dependence,0.543275592064572
1,1,platform_dependence,0.5408884471862605
1,2,platform_dependence,0.5449025050477467
1,3,platform_dependence,0.5379318680542952
1,4,platform_dependence,0.5403830740075016
1,5,platform_dependence,0.5292849172748245
1,6,platform_dependence,0.5165239570783904
1,7,platform_dependence,0.5097741518323124
1,8,platform_dependence,0.5038903808281365
1,0,risk_preference,0.39360835580881065
1,1,risk_preference,0.386134109598235
1,2,risk_preference,0.38121843091406105
1,3,risk_preference,0.3780593519287113
1,4,risk_preference,0.3748821326582364
1,5,risk_preference,0.38536368343361005
1,6,risk_preference,0.39220169694356427
1,7,risk_preference,0.3937951479089959
1,8,risk_preference,0.402121558669506
1,0,voice_propensity,0.2287508446909924
1,1,voice_propensity,0.2536441494548224
1,2,voice_propensity,0.2756546537812623
1,3,voice_propensity,0.29302369223165836
1,4,voice_propensity,0.30441620067104025
1,5,voice_propensity,0.3164928090311052
1,6,voice_propensity,0.33563937212069966
1,7,voice_propensity,0.3505771933741865
1,8,voice_propensity,0.3670824280115843
1,0,mobility_intent,0.5760410428056423
1,1,mobility_intent,0.5602405334619622
1,2,mobility_intent,0.5469537712253573
1,3,mobility_intent,0.5232005071840088
1,4,mobility_intent,0.4991863810637595
1,5,mobility_intent,0.477929080493744
1,6,mobility_intent,0.46004011538610257
1,7,mobility_intent,0.4565205804915744
1,8,mobility_intent,0.44657674783392465
1,0,fatigue_debt,0.03563360366509796
1,1,fatigue_debt,0.08194624814319137
1,2,fatigue_debt,0.08294865583287114
1,3,fatigue_debt,0.083562961157256
1,4,fatigue_debt,0.08226333025141414
1,5,fatigue_debt,0.08167902706650518
1,6,fatigue_debt,0.08429241113567514
1,7,fatigue_debt,0.08280081279790183
1,8,fatigue_debt,0.09729325159220419
1,0,self_control,0.6617806369848734
1,1,self_control,0.6226314742714967
1,2,self_control,0.6375973826406112
1,3,self_control,0.6218865488740983
1,4,self_control,0.6396406419674527
1,5,self_control,0.6512418150163025
1,6,self_control,0.6608708750591445
1,7,self_control,0.6688121147990961
1,8,self_control,0.6784784173223838
1,0,time_pressure,0.20678186129207246
1,1,time_pressure,0.3237425371408657
1,2,time_pressure,0.3063355257408972
1,3,time_pressure,0.3871770459370555
1,4,time_pressure,0.36951864661096834
1,5,time_pressure,0.35188889109418003
1,6,time_pressure,0.3370199453841784
1,7,time_pressure,0.3222410061596085
1,8,time_pressure,0.30534498988803843
1,0,stance_score,0.0
1,1,stance_score,0.0
1,2,stance_score,0.0
1,3,stance_score,0.0
1,4,stance_score,0.0
1,5,stance_score,0.0
1,6,stance_score,0.0
1,7,stance_score,0.0
1,8,stance_score,0.0
1,0,toxicity_score,0.0
1,1,toxicity_score,0.0
1,2,toxicity_score,0.0
1,3,toxicity_score,0.0
1,4,toxicity_score,0.0
1,5,toxicity_score,0.0
1,6,toxicity_score,0.0
1,7,toxicity_score,0.0
1,8,toxicity_score,0.0
1,0,misinformation_risk,0.0
1,1,misinformation_risk,0.0
1,2,misinformation_risk,0.0
1,3,misinformation_risk,0.0
1,4,misinformation_risk,0.0
1,5,misinformation_risk,0.0
1,6,misinformation_risk,0.0
1,7,misinformation_risk,0.0
1,8,misinformation_risk,0.0
1,0,cross_viewpoint_exposure,0.0
1,1,cross_viewpoint_exposure,0.0
1,2,cross_viewpoint_exposure,0.0
1,3,cross_viewpoint_exposure,0.0
1,4,cross_viewpoint_exposure,0.0
1,5,cross_viewpoint_exposure,0.0
1,6,cross_viewpoint_exposure,0.0
1,7,cross_viewpoint_exposure,0.0
1,8,cross_viewpoint_exposure,0.0
1,0,intervention_reward,0.0
1,1,intervention_reward,0.0
1,2,intervention_reward,0.0
1,3,intervention_reward,0.0
1,4,intervention_reward,0.0
1,5,intervention_reward,0.0
1,6,intervention_reward,0.0
1,7,intervention_reward,0.0
1,8,intervention_reward,0.0
1,0,energy,0.812345064393323
1,1,energy,0.7776688363303941
1,2,energy,0.7720891167366246
1,3,energy,0.7636050954645621
1,4,energy,0.7608129363309376
1,5,energy,0.7578330317492962
1,6,energy,0.7523206237546483
1,7,energy,0.7493933651719921
1,8,energy,0.7452675535664666
1,0,hunger,0.2925654004621479
1,1,hunger,0.339535116275949
1,2,hunger,0.11967445610301423
1,3,hunger,0.03238775968340583
1,4,hunger,0.03457424834470961
1,5,hunger,0.03206654527698191
1,6,hunger,0.034960233573313626
1,7,hunger,0.03650094660525706
1,8,hunger,0.034729015213809555
1,0,social_need,0.4240679215405471
1,1,social_need,0.44888641443678023
1,2,social_need,0.4650740581957085
1,3,social_need,0.474416052028877
1,4,social_need,0.48286746608014997
1,5,social_need,0.49172648596072144
1,6,social_need,0.5049308463601612
1,7,social_need,0.516321584348654
1,8,social_need,0.5284562131902342
